account,primary_label,64500 - Contracted Food Service,61160 - Other Professional Fees,61580 - Procurement/Vendor Management,64540 - Dues and Subscriptions,61680 - Computer Service Fees,61120 - Consulting Fee,64980 - Pest Control,61780 - Contracted SPED,65040 - Instructional Licenses,65210 - Office Supplies,64940 - Water and Sewer,64180 - Equipment Rent & Lease Expense,64520 - Licenses and Permits,65100 - Testing Materials,70100 - Capitalized Expenses : IT Equipment Cap Ex,64440 - Extracurricular Activities,60120 - Stipend,64990 - Waste Disposal Expense,61740 - Marketing & Advertising,65250 - Printing & Reproduction,64790 - Marketing & Advertising : Website Expense,66020 - General Interest Expense,64600 - Bank Charges,61930 - General Liability Insurance,64910 - Electricity,64800 - Postage and Shipping,65200 - Supplies,61540 - Support Center Fees : Finance and Accounting SCF,60080 - Bonus,61530 - Support Center Fees : Personnel Management,64400 - Student Transportation,65060 - Library Books,63840 - Contracted School Safety,61840 - Professional Development & Training Exp,61960 - Property Insurance,68200 - Computer & Equipment Non Cap,61620 - Support Center Fees : Sponsorship SCF,65900 - Food (Cafeteria) - Lunch,60990 - Property Tax,75000 - Internal Funds Expense,62300 - Function Expense,63420 - Janitorial/Custodial,68100 - Furniture Fixtures Equipment Non Cap,61520 - Management Fee,61560 - Support Center Fees : Educational Intellectual Prop.,71060 - Furniture Fixtures Equipment Depreciation,71100 - IT Equipment Depreciation,65020 - Student Workbooks,65910 - Food (Cafeteria) - Breakfast,61410 - District Funding Admin Fee,61820 - Contract / Temp Labor,62200 - Lodging,62040 - Airfare,66520 - Reductions in Debt,71040 - Building Depreciation,68220 - Computer Software Non Cap,65000 - Textbooks-NonCap,63820 - General Security,41020 - Interest Income : General Interest,63880 - Security : Security Resource Officer,43350 - Enrollment Revenue Adjustment,64720 - Internet,63860 - Security Monitoring,63280 - Facilities Support-Labor,63360 - HVAC Material & Supplies,40107 - Internal Funds Revenue,63300 - Facilities Support-Material,65901 - Food Commodity Expense,63320 - HVAC Expenses,64740 - E-Rate Reimbursement,65240 - Classroom,63470 - Plumbing,61060 - General Matters,61932 - Insurance- Cyber Board/GF,60340 - Taxes PTO Accrual,63120 - Building/Office,60870 - Uniform,40025 - Federal Revenue,40100 - Local Revenue,60140 - Sick Day Buy Out,60100 - 10 Month Accrual,60420 - General Benefits,63180 - R&M Building : Door Hardware & Keys,60040 - Regular Wages-Non-Exempt,60320 - Wages PTO Accrual,60060 - Overtime,63380 - Facilities,40050 - State Revenue,60480 - Employee insurance,60640 - FICA,62110 - Car Rental,60690 - 10 Month Accrual Payroll Taxes,60020 - Regular Wages-Exempt,63400 - Installation,60440 - 401(k) Match,60520 - Workers Compensation,41117 - State MFP-BOSS,62160 - Mileage,41119 - MFP - Local BOSS,64760 - Telephone,63440 - Landscaping,60680 - SUTA,60660 - FUTA,63260 - Fire Monitoring
Water & Sewer,64940 - Water and Sewer,0.2629267291619386,0.1972865570383055,0.2232826005569915,0.264899628484408,0.2513387168445874,0.22855808346224252,0.2421226597823706,0.1906154142048791,0.148750542606789,0.20843225082226433,0.6965191462605835,0.2381677723771185,0.2547694574712498,0.2020015480151635,0.21644291705674412,0.17870139529233228,0.1947207126938273,0.35531294817564435,0.2577977033731774,0.22537389240748973,0.2350745205956241,0.20615715801412246,0.20521819401728786,0.24125848800963778,0.33373123983780106,0.23708924177212048,0.28406945669794054,0.24038087806644548,0.1596178907865571,0.235653081347777,0.2581762287976837,0.20094740993782687,0.23895931744965815,0.24818048504110607,0.23381181056810532,0.22560752424480704,0.21689621353179975,0.21399525658348648,0.2976201709905244,0.21452840213275812,0.2017698578006451,0.3245295885260488,0.22828928113508218,0.23599396401139985,0.17757565024487293,0.19954768873764844,0.1914986390494583,0.19313481618310221,0.2045744701669218,0.28210915259870645,0.21694120627923116,0.21323839077944245,0.19846509002976828,0.188683885015352,0.23266093859014628,0.21339165290826184,0.19541792463271584,0.25427182082699606,0.19107615085100785,0.2389205692187869,0.18345008260062273,0.27464575929216917,0.2247707004888975,0.28359962594351473,0.2812948966888834,0.2107031020159773,0.29518247455301144,0.22564933052066,0.28714889234385493,0.26529063524987,0.1704562233575851,0.4090287184566775,0.22009412013981627,0.25252391830734056,0.2049445386683613,0.24937223619195661,0.2265530348906019,0.22147265561232413,0.2903636807408041,0.19734163503158755,0.18165821753788122,0.23582928691619456,0.18797101208590275,0.224393695122546,0.20707026907174675,0.20008150948809914,0.30806332178487206,0.21756174891392044,0.1946822785099047,0.20614180436848933,0.18520014390684433,0.2110463557115752,0.2069981048000005,0.29503483095284116,0.1779856374375434,0.22697669439705012,0.22722465171843598,0.1362272234939823,0.22880880692900651,0.2163510830315426,0.276996779616749,0.23944163412693728,0.1710596736448932,0.22163298477968363
Office Equipment - Leasing Expense,64180 - Equipment Rent & Lease Expense,0.25151828224817313,0.37311605183419283,0.25983721128874304,0.3238157984406696,0.40773366995300275,0.3670078773532419,0.21825869182626223,0.22601711092387877,0.22314254803510775,0.43385207652377883,0.24476882868291813,0.6961898135090735,0.29073754240789584,0.26160834804211686,0.5146948046204056,0.24083236475621891,0.24239341857352964,0.4646038893744382,0.23954418393951618,0.3660215562577075,0.3941886160682752,0.4491722644021878,0.3329568628738833,0.3014505021545219,0.25389975016448396,0.36626805381219746,0.36147061513489115,0.353362725832575,0.21531449956427237,0.313611545713235,0.2536021611995831,0.27677801398924334,0.19298494382945228,0.27572503125070474,0.2604934556458641,0.44478536569463817,0.2851848512771422,0.29139314418597506,0.29704301618475376,0.4471700192639252,0.4687375789242707,0.2933158444909278,0.4811723466061718,0.34465905535031754,0.3533783507016592,0.5178027602101981,0.5164983982286284,0.2916139689120922,0.24142466395357845,0.2903873526972236,0.3080028971213104,0.26756139086400216,0.25182754927201756,0.28242516706646187,0.3964994665156967,0.31892371797488983,0.32639998248200114,0.1930119677025414,0.31869985062507455,0.16589799585974946,0.2763416394480307,0.2007628167882946,0.2416559611384331,0.3263259037069595,0.24546245544680712,0.27406535102941953,0.3558698201429372,0.37042522057268673,0.41960514433168167,0.3066719256800146,0.2823630999403586,0.22633424477478742,0.22507491185363102,0.25712397769390277,0.3101814650370881,0.3331443344877032,0.180467612895709,0.2980328117949297,0.2740144257567462,0.263155401636912,0.34729068825796683,0.22967263168313898,0.22485183589401042,0.2814020838332445,0.28771263857873364,0.2914325121889719,0.2746746214903196,0.24676407641673484,0.26225325611496625,0.2520765066810445,0.3036064100501643,0.333649554363178,0.2666865606004309,0.2748982475171265,0.2294239911462164,0.25975205930232026,0.23787071062842297,0.22651615633524838,0.2354808364631769,0.20452190781130808,0.2708545932881391,0.225719640273286,0.22701196056641978,0.20240025924943447
Licenses & Permits,64520 - Licenses and Permits,0.2363844020873061,0.30026839079776385,0.2854942351291492,0.343649775571624,0.2984075095198828,0.27984255533300584,0.2843409473485089,0.23866531144176292,0.4517905834216029,0.3099867115886857,0.2941538766287357,0.2779678448056017,0.6920840501361926,0.27993273744682284,0.25912446466311584,0.25614607979176574,0.25323611999655443,0.2325299590605817,0.33199848173220714,0.32705621207753693,0.27254341027584106,0.2415758306802032,0.26370360684058425,0.3478532702161355,0.2582222102452082,0.27942330464161125,0.3021422503166297,0.2907795573560266,0.21247626485055804,0.30020981192132695,0.2380150493994334,0.2647451103871065,0.24574783409745005,0.2958918517248942,0.30268274392265876,0.27160687959375224,0.3048422081804443,0.2529002372945838,0.3118659006649276,0.20289913787100541,0.24565841429965826,0.27526242380985955,0.29127219645404456,0.2653160512859248,0.3197649208935317,0.26298970403955796,0.23970983199127815,0.22965538099463775,0.24395281571934627,0.3028493727140131,0.307461917765745,0.2989690744660428,0.21288751475702292,0.18895628486376037,0.27546856365275024,0.289795192012244,0.26094750457994753,0.2651653294695988,0.25581774767708254,0.21922358971974248,0.23648129380314428,0.255313760422076,0.24096557384741044,0.272860346355841,0.284359986361543,0.2726863784300822,0.2690277718128321,0.2624087939335968,0.25437234739805525,0.27276558988345234,0.21576631608100771,0.2737406640064745,0.29360587858805837,0.2839236676934197,0.2737551992077632,0.3175124365256867,0.1575435613796885,0.32046140881956264,0.34026549542567597,0.2581862979873168,0.2191185889552965,0.2367284356123074,0.2651090276488922,0.25904991015502926,0.22239251909246194,0.2418826225033807,0.28635389961704916,0.3635380285955727,0.2685043836200396,0.27315779248071126,0.26608434386342367,0.26646809335983274,0.2527678162521505,0.30096726507131105,0.18590447533241541,0.26481859663714596,0.33780514598461053,0.18932645045561114,0.2747478334370267,0.24241407787110855,0.29659176367682416,0.25972141766303847,0.23018436165848363,0.22446599465157047
Testing Materials,65100 - Testing Materials,0.12825223438635544,0.12400731345062692,0.1962811565369865,0.13265865934849191,0.13850175070557538,0.18420010159939654,0.21286457321257196,0.16711646363735375,0.18288248326084441,0.21750369495673344,0.1691447617276259,0.1514855110274184,0.1568018492987626,0.6569665882419468,0.1891858177076821,0.19138904804416032,0.16174838893206536,0.15143286025685157,0.22253915606074326,0.18141973657710794,0.1572811619173347,0.10839963283458129,0.10688567672000765,0.1708583693574315,0.17041383006195393,0.16061640566317908,0.257288830176595,0.15084306256273036,0.1514735758107569,0.14574135486012102,0.20300516651357212,0.1750742487454391,0.15295568307627017,0.24454052808632232,0.16014860409245277,0.1980287786335484,0.14447788466033465,0.1739562857544343,0.15333809586059113,0.10379737885520544,0.16690275600729976,0.18777175798539034,0.21990136062840598,0.14406544733144094,0.16045478872507835,0.18975565171839504,0.1775415214056521,0.2792547996579559,0.1691011773634343,0.17302317808062734,0.23923278913739032,0.1287410947937479,0.15136457298790537,0.10729836304745152,0.19811951623417354,0.19375593331629848,0.24745911420838293,0.18433131156021515,0.1372996330280904,0.12141878768764287,0.12913283919135052,0.1694161585456358,0.18951621546890013,0.21524664894688644,0.2621075487042154,0.12778505864306994,0.30071984766946525,0.15393203549628115,0.152899009116136,0.15841561927948783,0.24379510509438648,0.1825752806223615,0.19651427436828914,0.154424610914408,0.1431591004543786,0.22013507373646313,0.2094868425128398,0.10963579340609782,0.13577969865246928,0.15058993059711176,0.1672617550872965,0.21864597169268177,0.18147345568304551,0.1518736934169663,0.16279630506674284,0.14517747627082825,0.1993061018194026,0.09450406388311212,0.138884576651779,0.1556727344713227,0.12345402909235731,0.16712699664785485,0.15038570708947807,0.25016723215195164,0.16527849940898542,0.1578973095276638,0.17889944644816233,0.13441134761928858,0.18817772134475375,0.12008447665998512,0.14908243865173076,0.21829142441145846,0.1837679111279894,0.21787414225208432
Capital Expenditures (Capitalized),70100 - Capitalized Expenses : IT Equipment Cap Ex,0.16227824916529895,0.26220466657399183,0.24760948813643135,0.23775163691936013,0.2932755622519648,0.2694003869930192,0.16932544663498783,0.2074003315277983,0.16164953252681938,0.20600698946018373,0.19744956214052928,0.3661297300700326,0.2547288730356316,0.20130489567163531,0.6387230799242534,0.1838281858986144,0.2050346937937451,0.33732577927185053,0.17471949820812127,0.2040348807415691,0.3166728201600009,0.3601660154489134,0.24392292322656708,0.20946792273425924,0.20983151294484015,0.2509238701882163,0.27154656245078806,0.28677650166864693,0.18921652989100404,0.23787265416935433,0.16722807702119552,0.1867163908360239,0.16151331973695668,0.26224052275238785,0.21950868533634205,0.39171074410868273,0.24206205143860438,0.20999194144592748,0.22568577318060942,0.3990738152090029,0.35097427561270367,0.1845124990662918,0.40276266001068506,0.2963503683828416,0.2918732577688373,0.373089676298866,0.4084910168199551,0.20739582453155664,0.19038545618842279,0.22358892326624144,0.25136757971425083,0.18623814569866773,0.18052292299185616,0.2865492620893381,0.35798235107658294,0.33152229247578663,0.3115178917358902,0.1777753001910741,0.26238616802002657,0.10775604788628683,0.23634682425138148,0.1523834438396874,0.18380883417035418,0.24017278547734847,0.16330556816628558,0.2916276115580751,0.24149625177152229,0.2844543098100881,0.3171786349583792,0.2179060453854982,0.17741373552904102,0.16504536381860438,0.21166387877945264,0.23455032478893745,0.25910676535743543,0.21055706838124288,0.09898605527093166,0.22545668547593506,0.2227361251637301,0.16376730986435517,0.2846548955914598,0.22262017886549865,0.10050022211129474,0.2274374487786827,0.2610434624731449,0.2075061920050261,0.210151338959155,0.18454548947804322,0.19451163474753116,0.18498962963598745,0.17219333585685484,0.23065426594766947,0.24651057702585477,0.23452993214441176,0.2020979947387479,0.22236032556148952,0.18961737184152852,0.1548795801933028,0.16426198124380356,0.11085268135858846,0.2022133891889885,0.16670666227522787,0.16775627317557784,0.1503949917711989
Extra-Curricular Activity Events,64440 - Extracurricular Activities,0.2120261078958072,0.2352171128423657,0.21098458356407457,0.2761602693351951,0.2149626179679552,0.20563361087050153,0.16787853797856975,0.2697919310235287,0.22833986153062402,0.23423060911733118,0.17346762060564794,0.2060241729431219,0.1771396660996379,0.23064143415236632,0.2565864844610295,0.6314140415317984,0.2534624203061646,0.16352568938105677,0.2365255360846456,0.19058829853736056,0.21828922663611816,0.21841568107599899,0.16939426956672102,0.19868559839538677,0.19332017519013606,0.15883399070663637,0.22185487362673992,0.2536730507103479,0.2100344219428673,0.2498272243049793,0.2867356808015547,0.22604645158971004,0.29642736679969905,0.35541219836830534,0.16867674708701172,0.23219562536114038,0.3183791696767155,0.26470429846850113,0.19498617054243297,0.20661741027150662,0.2753061676461438,0.2175335898890364,0.22987759338281172,0.19630958630323403,0.2742161721080354,0.17670743008380474,0.18954508884233418,0.32824496735643127,0.27227227770690937,0.282223552469753,0.2457915128360041,0.19769117860996654,0.17498622307443593,0.15355982091585166,0.18120937111194513,0.20561217277033028,0.26475513089960995,0.2074990642523984,0.1899188837001587,0.23868958289085487,0.2998205067055838,0.19200111528471345,0.21353345132114784,0.2514905773482377,0.153578517123713,0.22316425622712238,0.23636735132636574,0.19970258626652954,0.19058725070754848,0.2716533986945736,0.33436211334919613,0.14807184552031724,0.23519597558481964,0.21983414629156736,0.20031745161559525,0.2089223950314257,0.20416019739038174,0.16488774895051264,0.21572086641702984,0.2510487908250623,0.21708855917371556,0.2533946614326937,0.1280093828968552,0.23370025943721714,0.17903425098326742,0.2666826491735896,0.26320750961539313,0.15026714326224766,0.21241214094719846,0.22124631300089517,0.1793263995834596,0.18302284798073082,0.2397707147464895,0.21317896281467028,0.2233689895907309,0.20125419210334713,0.19346661163762494,0.14817521946308304,0.21262865402085426,0.14487442256017022,0.18468146209924804,0.21447103410020452,0.2145673360068188,0.1775765462032835
Stipends,60120 - Stipend,0.21063329725112892,0.2426128297949937,0.13272298046246042,0.3363891503987275,0.2078254504858475,0.25405766056904355,0.08323976734593606,0.22252253749194778,0.22249903410292357,0.17411549119607717,0.17138881559911098,0.2211108143233918,0.2135647311527617,0.18048333490737356,0.19131905662136955,0.24151575151945606,0.6206545745457464,0.1666110724462524,0.12157804014890873,0.15645035705510837,0.17794131973537414,0.20493258901991931,0.2021930953589669,0.14844428728541173,0.11708753365589371,0.21479811092679654,0.2555604132840924,0.2559771261948346,0.1903382239447688,0.27727203752906315,0.2576951295822334,0.15043902687491065,0.2026294332456325,0.24959467209643202,0.1450138601828169,0.1527526683668328,0.29604088349827673,0.2296128830401725,0.1949905339375861,0.2686223411146446,0.24676148800397654,0.1884930502791521,0.15151194287532935,0.26645456634077075,0.2570580183149247,0.14040480303331082,0.14463558426103845,0.2543645140976453,0.20633328059955602,0.3316728564049353,0.24425378921627744,0.24317072144207785,0.2004908418255851,0.19975668796767862,0.15779932686220274,0.16680853905019058,0.2727847962196339,0.12682794433685673,0.23535658461378817,0.16403419271337957,0.3059092675097508,0.13442031162041065,0.1224569205862735,0.23040393326882583,0.086324443984439,0.26581274703887553,0.19747322712097817,0.22252340891024674,0.19906210456934648,0.30007140716965797,0.2084472392553583,0.10486558161187182,0.16197501922704172,0.16396932461819697,0.2374215529858296,0.14657912473151807,0.15779125496817578,0.24469303706713424,0.23652796923740396,0.228388635866947,0.24189511619009807,0.23485990921874683,0.0472297664916362,0.2808646852264059,0.3004862046201203,0.19633790320726588,0.1591237452434502,0.22511417485670898,0.19084045430625785,0.22099856428117046,0.13937150430810727,0.20530269248720096,0.30296964012789906,0.14906888206460991,0.23881740128399234,0.2148809244025531,0.18162697088634944,0.14641094068079652,0.13906225537995384,0.09158362230239309,0.11745288480360533,0.19857334740316293,0.22943899826655814,0.11644933794927753
Waste Disposal,64990 - Waste Disposal Expense,0.24646995422679163,0.17128380768906415,0.24403758440966916,0.18278533575669909,0.22021118070565782,0.2126783381373415,0.3578056342525469,0.20046383234266335,0.11533899600307113,0.23560780713936966,0.4009026537319558,0.22245853048114486,0.21320298185358766,0.23338700309520846,0.20814898504900967,0.1635670664735728,0.16351795839760394,0.6167074708111876,0.23681819439216825,0.19952982128037489,0.20793081750115439,0.18847672846655214,0.17285973202667018,0.22634703616167753,0.2619068987757286,0.2224914657668695,0.2552951515609902,0.1991806255915064,0.16468173174074555,0.19980704596075033,0.22791368779096827,0.16339985431275134,0.2057957139379341,0.2092567576420772,0.2051254259633804,0.22570822470219742,0.1694044958580979,0.20711519832505376,0.24424190393381254,0.2108438747260724,0.21039355094681703,0.34818722316923656,0.23812453402233824,0.22818358940987596,0.16783631442337976,0.2381515023021572,0.26646068381311544,0.17956626951945634,0.19037830169692732,0.20719045389386015,0.2457647945385481,0.18377317924723047,0.14768104222156864,0.2300808641663311,0.26170000646626,0.20871452961889683,0.16579925941052992,0.2438842128528637,0.1486750085321293,0.20747356087132413,0.14720307027156454,0.19287783255400864,0.20550696740897023,0.2765166418381253,0.22853508968757813,0.19473209348750875,0.292481115583386,0.23572761256854471,0.2328068681191539,0.21646645446766422,0.19172421253769753,0.31063682654403213,0.25251637706938795,0.20494503601692587,0.19280825109588431,0.23991353347638056,0.19227543873825315,0.20254414940388132,0.22305534915169983,0.23687877206016184,0.1455034358888775,0.2472916242040462,0.15755565400327168,0.2183711518235913,0.213777053130032,0.19427765133491767,0.30511227812739106,0.16908255090689098,0.1951449823491381,0.19648534731008999,0.21340525256194137,0.1680343790263252,0.21624303081984347,0.2758245197025385,0.17609433173277456,0.23689420530700767,0.22546356942466161,0.15340820202101751,0.24470878779238525,0.15629027375094282,0.26364862745050227,0.23937889056316222,0.18258970584496356,0.20220635177763652
Advertising/Marketing Exp,61740 - Marketing & Advertising,0.26760571668907207,0.28543370222059733,0.30341998750298865,0.2688844926227976,0.2613017587302804,0.3284693771711098,0.2556111766968504,0.25227694765035574,0.1886839104356286,0.26355895263387547,0.21248612509332482,0.2981513856006629,0.25045171880758665,0.2698050384529159,0.3254811109790665,0.25010715712056797,0.23173421847737485,0.29126346904222084,0.6120323075193284,0.31244081546550817,0.6039354988047323,0.30041798038614204,0.23081346044791068,0.2624816873409726,0.21670717661283315,0.30501343609345155,0.2621622898778335,0.26782387559381876,0.2550968319622742,0.25695380832698106,0.25100174478894727,0.17409979919916152,0.20926913930115165,0.41995635147180543,0.25734202323736516,0.29676177302339235,0.3191989430888637,0.25667526537809415,0.22850207333464778,0.3128055151025038,0.3580312455773674,0.25057494334406916,0.29235042005791106,0.2886333591203203,0.3037488160336169,0.2225033873846593,0.23265958423256633,0.23296354431746477,0.22222277934438797,0.2339508219066187,0.37177535082758684,0.2593348298634251,0.2943612098333865,0.20437118250373604,0.2214461298181826,0.2947514217898745,0.2800944530498202,0.2201001352024571,0.22079871788845057,0.2091429659231254,0.24166393823430962,0.3053342888074016,0.25383518838157476,0.2594679350762208,0.24620081486591663,0.21056438707698502,0.2741733248341901,0.3021215188207597,0.3013924368389157,0.24234993346690725,0.22675730306521633,0.21500419637209967,0.2030666654163129,0.30855031862849797,0.22103537338921936,0.2786013470259607,0.19633058741775997,0.22778462430255028,0.23260357718923313,0.24274474974103893,0.2423973568084907,0.2641111893150802,0.17204768108101695,0.24020991609829434,0.21735641376147577,0.24697555099478616,0.24067683650274777,0.21620218756945897,0.24752291513536548,0.2103700471350698,0.25776731373385725,0.22984443087142029,0.23614596324264098,0.24377723429950657,0.2660984825816246,0.2426883171584604,0.22493879520656454,0.20183761585882903,0.23885185113814755,0.19494678306291666,0.2719812638027221,0.22591969896406572,0.2136053972181048,0.23222012729465774
Printing & Copying,65250 - Printing & Reproduction,0.17815827802691156,0.20326470331410082,0.22442101119424301,0.2451103552670841,0.27934832872328585,0.2107940853347774,0.23331012594650682,0.22301222313248534,0.21200660944414704,0.41905122307568393,0.22157515360683386,0.23789169179061845,0.2459274902649827,0.3024568518894769,0.206015055415378,0.22001348055249964,0.17661940196257953,0.19347818584782728,0.30409831209649485,0.6056580658539078,0.2197023617363027,0.1459650370316779,0.20439854903489743,0.18739716796523412,0.19407499717239265,0.3422447010115001,0.30668849471634835,0.2397729240566647,0.19229604634848893,0.21153818776025354,0.20820956174497948,0.3114162554555848,0.17522783763935523,0.25424490922240217,0.1820027539482265,0.285005643380494,0.19880775422871297,0.2187869532308158,0.21497158821474105,0.15030571731181686,0.20853576013190495,0.26252404672573454,0.2309552906791464,0.12838447827103727,0.2345122729100028,0.20447127145850175,0.23726296031400362,0.34208864248049065,0.2121917592127288,0.18916554246866937,0.252013712558581,0.189871459729835,0.18300851203241042,0.15616144868311663,0.21534239181868015,0.2365592430523852,0.3254541989828419,0.22158828142763987,0.1642074549635817,0.16766577193317556,0.1630366626014958,0.24082945514385892,0.22319067843710885,0.23714611498999275,0.2282016778661308,0.18155066541416548,0.26369257137124985,0.169497840240543,0.19322041065329756,0.22550469738545606,0.27659282797200413,0.22462259716782204,0.21343719858668594,0.20355746464876298,0.20221754367693345,0.26847952428660793,0.21691900402871214,0.2077394933090169,0.21114683021842373,0.21264973641010182,0.16105588661866604,0.20037604548619145,0.22369619675591093,0.20628576483895386,0.19223104818543016,0.2155201567881358,0.22604305422795554,0.195787769645477,0.18741700092144273,0.21268904235307595,0.20676528356361287,0.18838793631806303,0.17166639734337594,0.26940948812892684,0.16999757005797558,0.18275330537099907,0.24178347861554905,0.1735385307643583,0.28041390572881614,0.21283555405109525,0.2206961329508914,0.2130506031717803,0.17549015982089605,0.19605451523252704
Capital Expenditures (NonCap),70100 - Capitalized Expenses : IT Equipment Cap Ex,0.21586824479752945,0.3175180157109465,0.3060451010251369,0.28760051252082613,0.31137572470383146,0.29514014877347783,0.22592631436314956,0.2449717041669731,0.19496547016242433,0.2643720991815642,0.2761360772090709,0.3756261169515383,0.28887753025953405,0.23168011340068928,0.602249003546544,0.26623504475800597,0.25107149372446846,0.37066039858649075,0.2175777132806901,0.25740938208244846,0.3400776567925721,0.39316992816826163,0.26694064210026597,0.25945227351883837,0.25709672456630894,0.27126728602908884,0.327334280248668,0.3425391355931473,0.23392531981160639,0.29390984217916755,0.22420044531278435,0.2355335784365444,0.2134218771379229,0.3035378656765563,0.2632263015197527,0.5504709849024855,0.2855925876089551,0.24547962646785962,0.28381627170683854,0.4371636552545672,0.3929786134463608,0.2650558125552666,0.5318965036114146,0.31503102507401776,0.2992348868670101,0.37913092805798215,0.3920929634550418,0.2329204560149416,0.22804123820377578,0.29208897955475993,0.3104830865700139,0.22846008480027033,0.23226288742438828,0.32232513742636587,0.378378581859067,0.45954979404312196,0.41931037386418923,0.24431907257210836,0.28626097240203147,0.16261071133938015,0.27536066265303755,0.1974401401505682,0.22793012728606904,0.30537990500030726,0.22765179098230576,0.33783577288763467,0.31839684392926193,0.32708217157109076,0.3584984396396079,0.26857098380999556,0.21321819812921683,0.2175118206524923,0.27115451387357414,0.2951531010948804,0.29088351165468485,0.2782918435254662,0.15760435558777705,0.2925055251671884,0.29661287223529714,0.2346247143056528,0.32064473793337156,0.27314862484297703,0.15686781625361973,0.31619318995589774,0.2651552278607123,0.2664040958017155,0.28325279006295045,0.24166661095706737,0.23714505596253813,0.23187713711215627,0.20165432224157248,0.2662345173021964,0.3141294035013533,0.2603575924054217,0.24308068286360202,0.25621421915011816,0.2623235078579956,0.1970446191649645,0.2536362531642163,0.15058726105448134,0.2588467644528217,0.22168759111238207,0.2214032692010638,0.1979546855123705
Professional Fees - Grants,61160 - Other Professional Fees,0.32820308030938644,0.5954493098581832,0.3073701092726463,0.4518779355643435,0.4715598469427121,0.5633791511561927,0.2310657085807112,0.3119590364085814,0.27695866701161626,0.2803810598136029,0.30238563278931035,0.37393033741607035,0.37842633147896504,0.29347262923524225,0.4030955354614969,0.308039335805104,0.43379666764147234,0.37745618937100023,0.27717134153497164,0.2708304849124972,0.37638200647637693,0.3852170508554049,0.4621609988073775,0.33259294902463227,0.25974958625193684,0.31493028287882896,0.36174835170258884,0.47695658295462373,0.25764018187431464,0.48755056024125926,0.28393363818262973,0.253826047333333,0.2626094064288271,0.3755218133288125,0.2934600729096256,0.30808678653645305,0.483548569353664,0.3030302155289486,0.3818669113897895,0.4665230662268561,0.4911308854634251,0.2584494517692599,0.38373746206640913,0.5184316731435019,0.49055212052653024,0.3460751632571045,0.36169785384737896,0.2670578626423373,0.2724438857710877,0.47593744060473453,0.3286265072504817,0.298682755194846,0.2972090249187109,0.33637697909418324,0.3634886469043503,0.3160956900922739,0.31553286301811706,0.2545669024751225,0.37622664334441397,0.210490440467572,0.38592780870167326,0.19818777755889985,0.23777151635321037,0.3206610662361648,0.1966575349614353,0.4269941897444075,0.3440899253543614,0.36826643765612926,0.3580467230945564,0.41062816894196874,0.2285693585487448,0.25779693864416375,0.360947970539381,0.34821276622859726,0.36773841894051146,0.26823603435729443,0.1636140965488172,0.39421312249766827,0.3930032426739777,0.28761523334467803,0.34548852122534357,0.3552528794364797,0.18984248200502316,0.3270008065261936,0.3222092353024941,0.2756308046316828,0.33883665927641204,0.34340328218694105,0.31563567018295036,0.34624442121202736,0.23465754709564055,0.3167388666195047,0.3412377551796042,0.31550856659393567,0.29283061718208786,0.31072883088075165,0.2842447572632493,0.21238576915617716,0.2675974032620954,0.19385079931771995,0.26773259847652164,0.23836582530340525,0.28040045208271375,0.21885811738232724
In-house Food Service,64500 - Contracted Food Service,0.5944999987954392,0.22515006405349847,0.26482261966968706,0.22089309009047814,0.26309333902459303,0.22696043288871778,0.2461439449478681,0.2575049954144612,0.16613720784253652,0.23586570134771356,0.24698348172741472,0.20663530450204717,0.17480132472551516,0.20226033389954579,0.2220869193094665,0.23809466234369633,0.22471976031952176,0.25117952700341323,0.2329054063066998,0.2215765559713927,0.219264894858457,0.1446698280370918,0.18600099472963247,0.19650341884271583,0.16706863557256818,0.23154914339044214,0.2786681038912352,0.2798889018146846,0.14946555761644353,0.29969080372064594,0.26068103814964116,0.17525772515553933,0.2645728040973388,0.28192879530937054,0.2050568446054051,0.21273212183041676,0.2544020711393431,0.5416745935592479,0.20211931855020562,0.281545665198085,0.26774248996178973,0.36481665150141773,0.2671263002174838,0.26840265113016765,0.22495315877289632,0.2171940616403599,0.18362930646985604,0.1921208499077148,0.49814512336205585,0.2636290001645407,0.27424651917206455,0.3102575876265643,0.17375770078241431,0.16855551304681282,0.17835580358830327,0.19406730193014857,0.18378026449527496,0.2132041415208245,0.1519529192252337,0.2737211425001392,0.2294647595262742,0.19361715463409,0.22454957261787348,0.37883537983399407,0.22123142659699968,0.25700989367238114,0.3584339618675067,0.4079543897542724,0.2566204348033398,0.2162053553640454,0.25404919378064283,0.21407709906853406,0.17735535555853046,0.21368764665490192,0.15249586311638222,0.2577029319242011,0.18773542643761304,0.1814330791060548,0.2250469272047486,0.29035457060692427,0.19452359808791017,0.22574782544877378,0.17293661217995018,0.2500795835143924,0.1958189906414115,0.21355201866983917,0.3484760546289472,0.17289105105094552,0.22782682829471748,0.209643554440301,0.17180949854913743,0.1509405968061403,0.2327403223400059,0.259261558747388,0.209013842835739,0.19050440621883688,0.2656103393294913,0.12077641730847039,0.2817467011111324,0.1636728785433966,0.22223094745725142,0.18098604490187947,0.16989650732267914,0.20504569950390966
