account,primary_label,64500 - Contracted Food Service,61160 - Other Professional Fees,61580 - Procurement/Vendor Management,64540 - Dues and Subscriptions,61680 - Computer Service Fees,61120 - Consulting Fee,64980 - Pest Control,61780 - Contracted SPED,65040 - Instructional Licenses,65210 - Office Supplies,64940 - Water and Sewer,64180 - Equipment Rent & Lease Expense,64520 - Licenses and Permits,65100 - Testing Materials,70100 - Capitalized Expenses : IT Equipment Cap Ex,64440 - Extracurricular Activities,60120 - Stipend,64990 - Waste Disposal Expense,61740 - Marketing & Advertising,65250 - Printing & Reproduction,64790 - Marketing & Advertising : Website Expense,66020 - General Interest Expense,64600 - Bank Charges,61930 - General Liability Insurance,64910 - Electricity,64800 - Postage and Shipping,65200 - Supplies,61540 - Support Center Fees : Finance and Accounting SCF,60080 - Bonus,61530 - Support Center Fees : Personnel Management,64400 - Student Transportation,65060 - Library Books,63840 - Contracted School Safety,61840 - Professional Development & Training Exp,61960 - Property Insurance,68200 - Computer & Equipment Non Cap,61620 - Support Center Fees : Sponsorship SCF,65900 - Food (Cafeteria) - Lunch,60990 - Property Tax,75000 - Internal Funds Expense,62300 - Function Expense,63420 - Janitorial/Custodial,68100 - Furniture Fixtures Equipment Non Cap,61520 - Management Fee,61560 - Support Center Fees : Educational Intellectual Prop.,71060 - Furniture Fixtures Equipment Depreciation,71100 - IT Equipment Depreciation,65020 - Student Workbooks,65910 - Food (Cafeteria) - Breakfast,61410 - District Funding Admin Fee,61820 - Contract / Temp Labor,62200 - Lodging,62040 - Airfare,66520 - Reductions in Debt,71040 - Building Depreciation,68220 - Computer Software Non Cap,65000 - Textbooks-NonCap,63820 - General Security,41020 - Interest Income : General Interest,63880 - Security : Security Resource Officer,43350 - Enrollment Revenue Adjustment,64720 - Internet,63860 - Security Monitoring,63280 - Facilities Support-Labor,63360 - HVAC Material & Supplies,40107 - Internal Funds Revenue,63300 - Facilities Support-Material,65901 - Food Commodity Expense,63320 - HVAC Expenses,64740 - E-Rate Reimbursement,65240 - Classroom,63470 - Plumbing,61060 - General Matters,61932 - Insurance- Cyber Board/GF,60340 - Taxes PTO Accrual,63120 - Building/Office,60870 - Uniform,40025 - Federal Revenue,40100 - Local Revenue,60140 - Sick Day Buy Out,60100 - 10 Month Accrual,60420 - General Benefits,63180 - R&M Building : Door Hardware & Keys,60040 - Regular Wages-Non-Exempt,60320 - Wages PTO Accrual,60060 - Overtime,63380 - Facilities,40050 - State Revenue,60480 - Employee insurance,60640 - FICA,62110 - Car Rental,60690 - 10 Month Accrual Payroll Taxes,60020 - Regular Wages-Exempt,63400 - Installation,60440 - 401(k) Match,60520 - Workers Compensation,41117 - State MFP-BOSS,62160 - Mileage,41119 - MFP - Local BOSS,64760 - Telephone,63440 - Landscaping,60680 - SUTA,60660 - FUTA,63260 - Fire Monitoring
Interest Expense,66020 - General Interest Expense,0.17357534871992014,0.31598665354437283,0.15356469212383597,0.2837229519801982,0.2590801057781712,0.3114834556442439,0.12337172355834794,0.16577951419419726,0.15725401657561794,0.20795984177705185,0.21134622209062798,0.4400051695636233,0.21019967871406017,0.17919012050019803,0.4028090400124766,0.19843138370468164,0.23667908223142686,0.4365179042115495,0.14665307310538453,0.17052484584459393,0.3473349781630319,0.5927987782531414,0.3353511610937306,0.23322454918597443,0.23761932461194712,0.2571040518725728,0.2548590031174464,0.2771711802217764,0.19562346403108505,0.21050889595342223,0.2022131390795309,0.17603828948310835,0.13836112022072034,0.20410046708201118,0.23739206060589987,0.29321838437657083,0.22490397546618895,0.2129714922882169,0.2866743271026731,0.5368451486501796,0.44585710692182484,0.1683065294400984,0.33279994382841444,0.34313445025611206,0.24317150825172448,0.3329549741606673,0.34140616470023205,0.18764778811739363,0.19431873613785214,0.2716077919535096,0.1903742734527698,0.23654892525597435,0.23496793507965782,0.34980419134796903,0.3171587580997959,0.22933836641369967,0.24116819363559877,0.14080504206061237,0.4489265599045758,0.11741621445375305,0.2632782335900972,0.1631615476222578,0.1510267431001577,0.18071189262793314,0.15619527066250655,0.3180288057241047,0.21903919623925652,0.3545428513229088,0.35513969372992,0.2419432537600359,0.18282983981936912,0.14711504043281065,0.18106604037093404,0.23581046458418795,0.28908883823616927,0.21276557324001974,0.078395699246308,0.2809413082530898,0.25986063979487417,0.20246469157712854,0.32153072466560334,0.15420144173365558,0.10362254038825373,0.25600113590120044,0.22995891084702733,0.24735896007879432,0.1771777571336731,0.20827545108577758,0.1982932761013286,0.22328611261469325,0.19146884595638922,0.28882996934959104,0.25616882911069155,0.21257456174122208,0.22162020465553264,0.2117285619494255,0.14426187628965148,0.19748152962211613,0.1364224011713411,0.1317962052264259,0.15785871848446917,0.16999928636565154,0.18866069772664273,0.14494329078429655
Bank Charges & Loan Fees,64600 - Bank Charges,0.1572035247760259,0.42143571362889176,0.193273085154613,0.31991144451224895,0.3988471243471279,0.3968112725371292,0.11388378931293981,0.1657651344345991,0.16145066794866625,0.2039973913836441,0.20716315792185402,0.32676036619720794,0.24622439608781702,0.17535815977621189,0.27131152094622235,0.19082531389880447,0.2469687685624874,0.27896240806367806,0.1953229920931391,0.2053099862541357,0.28622333185554166,0.37940916302205147,0.5925893292111595,0.24536017632180443,0.19560609601177628,0.29062235919080937,0.22676461920915156,0.38837730294909517,0.21581078097638093,0.31860793467632603,0.18808334770349716,0.19273930556612995,0.15218111880816457,0.22966688979104624,0.22208790826406272,0.24480402990308325,0.3579331933307208,0.2390645316456078,0.2587158472038231,0.38354836381403556,0.34798023256286104,0.1615572974871722,0.2541930895986826,0.3839995956439889,0.34527177851262003,0.23189975510259292,0.2701805389909128,0.17002276161135926,0.19516690194502148,0.3420862443436104,0.22299334011894553,0.21398958622141548,0.21395240748576577,0.28622180819538845,0.2408365389782273,0.19722478339884222,0.22453207352364563,0.16801480391183612,0.3697564175736627,0.11280427743469336,0.2570486868501519,0.16669157687004274,0.1612759170776367,0.2159780248718682,0.1264107727980102,0.29220102134268705,0.2064188601506091,0.2611351214450324,0.24728242890311777,0.25814758200377674,0.15158779485095572,0.17691679974647587,0.21835398142879028,0.22673168908679442,0.25621409226109876,0.2195956227251863,0.14044692344215196,0.2546878685245446,0.22803028141637777,0.1972807296365733,0.25262134405531345,0.19929250360467912,0.15469238435600588,0.20672176346874002,0.23141451711637165,0.2165837816272942,0.21419346404192194,0.1882293050423558,0.17083916921323,0.24458632809696015,0.21254418152590268,0.25905981198203964,0.20425058550832262,0.2187555831832878,0.20538556174384823,0.17822473807896214,0.17048601638353061,0.1737901536047864,0.17164586544181787,0.1363753883046918,0.17518951668520485,0.1679619212055777,0.17622562022321525,0.12945037620736377
Property & Liability Insurance,61930 - General Liability Insurance,0.14374373522625758,0.22556129281814355,0.20327755287139246,0.21444235070771098,0.2047861598058217,0.2248287543946222,0.2090903236050118,0.14059206029863483,0.182622667876278,0.17913686489700334,0.2048065206943156,0.26539372577324855,0.2473280872530973,0.19786722458529016,0.23048927084554818,0.1360576751165924,0.14612113305050506,0.22252454726754253,0.23869130895450968,0.22377722439972345,0.22788968700693088,0.24525232023559143,0.18699404053686827,0.5874495109065625,0.19748104815343306,0.21757917537670193,0.1941628025119623,0.19608092014220524,0.1302499653389729,0.20365493434683346,0.16362496698269177,0.14297446800225433,0.206118635265801,0.23006528076535032,0.5538687741787002,0.2297991230722725,0.18210046026729584,0.12239625210381927,0.2989464818006944,0.21195742985183008,0.24736771820717632,0.21458833023500515,0.23763000322999595,0.2335141569939916,0.24924954281823974,0.2456107036164316,0.2463004592017746,0.153036520179512,0.11050252403325818,0.1826113848865158,0.24392252878755966,0.21018309406790042,0.15308346257572503,0.1841711620268309,0.2934917109221513,0.20891227348002192,0.18394932440568593,0.22647440073394243,0.24398109580658872,0.17902183943694566,0.18068599739605173,0.15653585069748016,0.18785475037628138,0.18901666084874316,0.18655586247432096,0.22163470158949156,0.19294258603438488,0.21744654149691153,0.21489073854055257,0.20534478123572025,0.13338252327356254,0.19760083383119928,0.23012247538667438,0.40603836289023604,0.2581058525092081,0.21660236301846608,0.12114331476737622,0.17196568587004107,0.20697346634619568,0.23085500545002424,0.22375613785346127,0.24795710491880468,0.16318498617931326,0.18309200934990158,0.22661607653140875,0.16145603845383796,0.181545283984356,0.18401061599605842,0.3619604680865693,0.2083456460475785,0.23444757246684578,0.2175928674560207,0.16510406064046212,0.1902400149093249,0.20889375202568655,0.33216105936494517,0.19248580340477386,0.11919876318328601,0.16652367339503504,0.12768150410365822,0.2257062419058906,0.17832412065751302,0.17316838300064394,0.19397999646113448
Electricity & Natural Gas,64910 - Electricity,0.2239534098401705,0.1960971759879448,0.19642956517910343,0.2297892873093859,0.2261781368371525,0.2135207361415045,0.24348730697454077,0.17207739444915093,0.17709942430232078,0.2305165717217674,0.3941103425217944,0.23540432968778077,0.25629716888127263,0.21224321577306487,0.22321805960556773,0.1639510839954101,0.1846205141125517,0.2675631666810295,0.2840540155152852,0.22522986058709793,0.24288264126794845,0.21103726483251808,0.22251793196571037,0.27653948132042355,0.5791038076294397,0.2422361891722685,0.26134272930050656,0.21340497989170673,0.18997848798635353,0.1958289531021888,0.24838769592846346,0.17506859878126962,0.1762212986916876,0.2280537939782261,0.28127500273523814,0.2646082841801609,0.19908478348489167,0.22315350996110697,0.27403052363190933,0.1984600279107073,0.22783618871919342,0.251360132858602,0.24011853459773702,0.19389631478155608,0.1976350926311106,0.2045080319833922,0.2152778389380528,0.1574926537402544,0.19651675973645594,0.19349224028937578,0.23388217577371065,0.20012344873713453,0.23515274536800282,0.20227766534293193,0.19660508925308992,0.21975601447144877,0.23778014695326372,0.22110946153089667,0.20439067929495636,0.1647576906655779,0.19336684562947706,0.2704373228282138,0.2261370814860603,0.24899386597476977,0.35396496974819036,0.18334778061459608,0.2479846260493795,0.27629774852558364,0.32727034884556083,0.24376382458884363,0.1868549648971464,0.27579335998255805,0.20255211509570767,0.2559974496035443,0.17834021944328446,0.23912432652859747,0.1968698484614322,0.22403163740725496,0.2503145110894,0.1804148137860331,0.1739968359236889,0.24404873480713798,0.2007838272554329,0.21013215772554664,0.16265769251108725,0.21996648567829255,0.2695874925886585,0.22418431748246084,0.1828686359443558,0.19599192556869754,0.20166196581613022,0.20220534097667295,0.1862462266472944,0.27676422585800897,0.1745658857310304,0.21310933646136568,0.21755339024980877,0.19331569752171138,0.19938722727871772,0.23044274963869504,0.2530055269201586,0.22165875377923738,0.16734265621111935,0.25514578525722287
Postage & Express Mail,64800 - Postage and Shipping,0.19713904624591858,0.23737417411854014,0.2070757717328301,0.330414049395733,0.3010949377092629,0.24188551102599593,0.19130691798561245,0.2059790377969307,0.18936029237825752,0.3234584129191885,0.2705780349567225,0.24332709772659913,0.2531464443705316,0.2373895176581233,0.23112601223699375,0.195775458993864,0.2530105901097191,0.23394720838862818,0.29102153076511844,0.357868686214719,0.29486473020608905,0.25158163032547215,0.29149347330813097,0.21681420389173778,0.24158892177954003,0.5790485496271437,0.2772219221153672,0.2730392692715349,0.21369178327862906,0.2742281306456538,0.23440194212871135,0.24993027130669343,0.1521947088259674,0.2794141767580348,0.2544294918313631,0.26288127605889805,0.25633388680239977,0.22901073959254484,0.28991754421089905,0.21992168698411016,0.26816519269130595,0.2222445211680716,0.2030302584237942,0.22412159217116093,0.2565618269567832,0.19886020036343874,0.21527089492290566,0.23497710136735422,0.2124888062737201,0.2488029449304198,0.24868258409898453,0.23736523207817944,0.31956227409784593,0.1654323610437306,0.21919037832052465,0.22213217313780434,0.25527689236268436,0.2085561295849612,0.20590862523847303,0.1454214094440439,0.1822329962722249,0.252706282302691,0.2182054610996115,0.2359573621995674,0.23536652615916565,0.21208201164520893,0.2723888758318666,0.2800593935486718,0.22991863204902374,0.2732312019321029,0.21718023496785982,0.18871933858241277,0.23745366339991145,0.22797507685047294,0.2544710505008928,0.2740949477253491,0.24764251545318602,0.2793356766835618,0.20471416566122425,0.24184375285769444,0.2203619510159962,0.22052224004638363,0.22916987091268498,0.27431174222340293,0.21416001377113453,0.27388381052774785,0.22247414687435424,0.21997791773715844,0.21900760718594645,0.28787110448130115,0.20925192758064295,0.23418493363144474,0.2682946903887249,0.21228257640090714,0.224986258491543,0.22383901086839825,0.24091442910428887,0.22580090608525577,0.22138213525237527,0.22839086905544537,0.19339256781595746,0.27465461262619384,0.2429051026265797,0.1988128643465185
Support Center General Overhead,61540 - Support Center Fees : Finance and Accounting SCF,0.2632918529178183,0.358321976373059,0.30760906486651685,0.3114686949705841,0.38210230195578904,0.3743591024592547,0.2678310973675184,0.24684124702559337,0.2092648022436462,0.34229230867781846,0.2509180750652372,0.311202514969239,0.28664649860325137,0.25555051753376484,0.3941676075474278,0.27531276756681705,0.28781896810109103,0.3227826336501427,0.29588844833401845,0.2544085490076529,0.3859765596741574,0.39122830207081405,0.29337018653022867,0.3699624963278295,0.26128121236956275,0.320128062362031,0.33248926977631516,0.5736197229328188,0.22085060510069618,0.5657969367300215,0.24270447711908927,0.2175725292760258,0.21944345264774923,0.3380982278866522,0.2549592943863051,0.35976873041580765,0.5447169944843874,0.3067772021954015,0.27602150324307045,0.36707394322386083,0.4217513658911118,0.29890113576056093,0.3655433131408653,0.3864742174609233,0.5232947517688004,0.28368319116213914,0.3080429386673242,0.25089690421679506,0.2943192420847679,0.3512912409407657,0.3206750346026518,0.25652808343277533,0.2527156589427792,0.24851924330835765,0.2873175518494915,0.32638672980693856,0.2928868841825836,0.3518868414702689,0.328083491711505,0.2576220060448326,0.33315953469239307,0.26255698260374555,0.2949071953185319,0.4004841226577269,0.2675327366257843,0.28824152121666047,0.3946214347175482,0.3286992759494815,0.3541057004796886,0.3259107260350576,0.2886485132885256,0.23365208027120762,0.36572246817190507,0.33353136446357334,0.28445887534709136,0.33664322770675037,0.24820931135757165,0.279615339497252,0.271946725435867,0.28284772989120055,0.27865307224225233,0.3760924812736803,0.23013291434020686,0.2894286109864458,0.2674170825794346,0.32118107217577496,0.36500949135491745,0.250866752535914,0.2657759872710395,0.2496375338972672,0.20532435654757294,0.24500233807033076,0.2781614325520497,0.3045114324259939,0.26868241230818823,0.28699106514944367,0.2605379011788163,0.18219840797731396,0.29886712264809495,0.23283432704040452,0.24268360043861056,0.27356235188476863,0.2502406904717616,0.262363755560064
Bonuses,60080 - Bonus,0.19607135332244605,0.24418678853460055,0.1922826700627628,0.2969774757518849,0.24470416474404375,0.2647689016298464,0.20058275373402415,0.2091034020424331,0.1921269931634624,0.2212498416259517,0.16535250028429316,0.2084169977104214,0.2343793640481221,0.23801835690831816,0.23054737050635787,0.2591402391153684,0.3613345487165213,0.19750406336007087,0.2314752719881496,0.18692680502799192,0.21614826632537032,0.25634377602833913,0.2752358164092587,0.2095988104914931,0.1772194993976995,0.2318528981316689,0.2596280450742182,0.2418887400021918,0.5688955653676242,0.25092345297424,0.18652075132004106,0.19302744480176112,0.18258714037305865,0.24639612768517524,0.2266330853840596,0.22889787213593335,0.24888353190294538,0.21432938880115787,0.2426900923332454,0.26416041842555854,0.2950557792940694,0.18015122019346821,0.22573379297779936,0.2849637237207834,0.21345771583779508,0.20169103156665966,0.21030829433308343,0.2563601976273019,0.21225000977217073,0.25438209508181847,0.2619915532787907,0.2488014264999723,0.2226189101982225,0.2638504635110411,0.2200207087219693,0.2536814964956834,0.24450398440421944,0.20751385481184031,0.2621842477756248,0.18871345533485512,0.26084303004680587,0.19518400071120848,0.19965610218050928,0.2242016080712347,0.1574103693875631,0.29009024489209156,0.2113723289756296,0.22635959856889043,0.21905188944803727,0.21852990969085465,0.1926522586608254,0.15691473281778015,0.2158870464685841,0.23295716944215644,0.3025003147314892,0.2027208094503432,0.20236429468608963,0.2673050190163455,0.2534366899898914,0.29277152465693396,0.2833951639760999,0.3666124648874882,0.14140817305437514,0.30909208087594475,0.3178653586268678,0.3107544296777718,0.2142122635277045,0.2260401040836731,0.29932041357901973,0.260455058613521,0.19738503894558623,0.26709360204854776,0.3094412308329353,0.22348669254191056,0.3555965061719448,0.26898601052008037,0.25419593734404367,0.20436899157393787,0.26556899072472845,0.15527355675659107,0.18745734400109113,0.2593030324736749,0.2548027392246789,0.18138755554800412
Contracted Pupil Transportation,64400 - Student Transportation,0.47874732471896614,0.2011405662440213,0.2809664688440289,0.2350759044596502,0.216976870803061,0.2504606210736572,0.2628051566628995,0.5235750874392701,0.2667633256744379,0.23076273715699944,0.2735546611572722,0.2546619599131203,0.2285790794452886,0.25054428747860635,0.22410244732857623,0.28101487007984444,0.24180081196793907,0.22057521616933667,0.23709691914338055,0.22038388471180392,0.1963169199622302,0.17345079402140295,0.17070729957964342,0.2395771683342605,0.23565618335816899,0.2454702125501308,0.27513446326321667,0.23235376826201026,0.13915470968505328,0.25039037944194714,0.5649718079622429,0.19826677550925872,0.5588195048607948,0.3174569860546693,0.22962484328244304,0.23386682579770393,0.2354719337303732,0.2338558777103424,0.22164942161592638,0.19360708979116034,0.21499756220835467,0.3206562458040887,0.20043217343730657,0.22604536161384253,0.21001904102691962,0.16593186818250574,0.17254292920958106,0.2733089809820366,0.23861041109862122,0.3136639307990192,0.3990366815994221,0.2228698999478159,0.2614752347406028,0.22090668414391348,0.17626345474049887,0.21570913031681055,0.25314130116121303,0.2458894738308454,0.15045020327680145,0.2629211618304601,0.27512363618883395,0.21866005493428348,0.23670003271987466,0.3055981070268945,0.22021049784577365,0.23144364281881746,0.2958978235907881,0.2145568658078161,0.25164127270406117,0.3355840257348085,0.2916098853916628,0.24846280947469046,0.22746760906355679,0.2453084548906669,0.23768843955599947,0.2249976777334605,0.27787944962441297,0.18259166724872294,0.2450132196500191,0.2897767536139588,0.22808417717363885,0.24929614335842853,0.15855320816306223,0.23519812687298033,0.24716592690619246,0.25517802159346353,0.2720497191787426,0.22886432942471394,0.2439288979900745,0.18286547857919785,0.3050772027869066,0.20518942371753165,0.2295533338088621,0.245855914257476,0.19769802329022934,0.2782012745839789,0.3183046893060681,0.24542982603900948,0.29593749418255516,0.19543844030821653,0.25029202795470495,0.23790278631605172,0.21241873415149903,0.2223307914031153
Medical Supplies,65200 - Supplies,0.261351749510517,0.2343466436027122,0.30479048854934143,0.22975203233515312,0.23455352954976044,0.24639462914672416,0.2602823729617483,0.2697251578460008,0.20120837084131918,0.4686995662095483,0.2659375929669599,0.25707101183949305,0.24074676828822889,0.4118752562220567,0.23939644071492144,0.19534936586070598,0.22390855527786502,0.2521129264266657,0.2512915815106729,0.25999927289958796,0.19093774278264927,0.15461131566919997,0.2027351491030874,0.25154238394359335,0.2561716135868668,0.28632567832499467,0.564438139094076,0.2528337927372592,0.16423664756345455,0.2529027218789699,0.2519426740070756,0.25031177346416794,0.23379721087024502,0.22569335900669213,0.24025476137286178,0.2875502676271158,0.23536445574521836,0.2240667950021847,0.2002430130587006,0.16921237343036283,0.2346149237205075,0.31483293735998946,0.30930924641018187,0.205641389082153,0.23542335371946704,0.26035343543054185,0.21615599566378352,0.25212091452612656,0.2196362250757193,0.20141050304195937,0.26321395735878916,0.2013158316023497,0.2077283434821815,0.17910279500084395,0.1899143119827254,0.24183351364593653,0.28381372770150576,0.22809062189427587,0.16204453533837948,0.17439999798611802,0.17807544035191308,0.2034964500709364,0.23123805716265433,0.29355597384249127,0.4315117652904231,0.16118505491588786,0.3967556773962749,0.25774039588487785,0.2527323745041152,0.25313724238909924,0.22621372797015368,0.3026517627884304,0.2172209838801,0.21979587313656407,0.17430725988123585,0.2539371033882034,0.2006571120463312,0.18581103317018635,0.18247548945264427,0.31661114754142317,0.20422301901558598,0.2596646833717406,0.264197582175531,0.18785516436611482,0.15288377181284474,0.182275263873813,0.306477989520834,0.19740819072774674,0.23929636265827617,0.2076582192528587,0.17990710503992874,0.1665030186543152,0.18540632659547035,0.26186143034130727,0.16064394057430356,0.24442153555766005,0.22494925318596382,0.16327137208843617,0.22201767941587705,0.2132225474552004,0.20747492250833924,0.2623301552359567,0.1822751417707155,0.24420576159194216
Library & Reference Books,65060 - Library Books,0.1256787077018267,0.17526804903973386,0.18581709124329052,0.21067960108180425,0.18099284675909835,0.19767773492216303,0.15258734137478716,0.18148999544215103,0.19881576740574172,0.2578773680627032,0.16249880433542038,0.1343933224641787,0.1726222848159603,0.27856323561347596,0.13353007016878737,0.21901867527075042,0.15554590423510808,0.13253963074682912,0.18742616120949826,0.24562717122949232,0.12129229941926496,0.15140317119897514,0.15169705271758901,0.19386521932954615,0.1451230376179827,0.14910907591383707,0.2089190583953952,0.16393708023496448,0.1411526753561327,0.18155425880349582,0.1690240767365792,0.5616578948567825,0.15582272486143442,0.22785338158159665,0.158115693388624,0.18408718638575206,0.17861165526744488,0.1909271621653942,0.18428514365069182,0.13659262802056218,0.13833319769447483,0.15635997037171806,0.1693879020039335,0.13383039749967965,0.23914775060583784,0.16563227682931658,0.1831193592784529,0.3672896340051661,0.17874142566167195,0.15590158473025978,0.1951825846368697,0.1586428995341195,0.11117027838129358,0.12005470517147304,0.17874242743115376,0.19152847132934137,0.44169944099139524,0.16845707407111205,0.16586252202323787,0.15612221840113447,0.15358088603235093,0.18636051138219353,0.14371894722525055,0.1886445262976695,0.18016982391849787,0.16663581380859477,0.19526651293020678,0.11779345228236954,0.11428133727618885,0.18224478057720792,0.26520417621924924,0.1606796990457578,0.22549301809082828,0.1706973320367399,0.11012727172591047,0.2088688470490192,0.1270307674868862,0.1664997837422305,0.18483881393866386,0.14289081187237673,0.11449349949631074,0.18178081018895068,0.18985186450730918,0.11841718979794574,0.08719428349354996,0.1493704674082842,0.19372285338811082,0.1413835300103837,0.1134337962957655,0.14208845664683278,0.17853664422090917,0.1156938382799019,0.12147277742877766,0.17861730859734412,0.10044489114829355,0.138207818205167,0.1497440998617043,0.13305030782874228,0.1679558902672671,0.17833171466550404,0.1484681530663009,0.1664761836444993,0.15105769291341206,0.15601845862226857
Outside Staff Development,61840 - Professional Development & Training Exp,0.3072139780149873,0.2659567027997503,0.29113437588464114,0.24816312271103877,0.23342242459050072,0.2818584910580388,0.23039967128707353,0.3355440387645087,0.28293187308254336,0.2702731666968921,0.21115227145906398,0.2065707098971669,0.20280916246770436,0.2515147904912268,0.23310172947395397,0.37889046376347923,0.3003589206893998,0.1907043369342508,0.26581368119999643,0.1911428959015624,0.24729151057775922,0.19470686386871844,0.14680783917590243,0.2038718984140427,0.14641828519078967,0.2140818406441571,0.2582724301603862,0.2771521458579696,0.19913136648706772,0.33809923723525304,0.29895340814700677,0.22884080858915679,0.3409269984225028,0.5545971857441943,0.16738910355253464,0.20861383602973332,0.29108509386888143,0.26089010918670047,0.17404980105122048,0.2643692846973163,0.24956487912995773,0.31746114175516027,0.20993225551676475,0.2537507886671777,0.29276114361063355,0.1826225653507926,0.1734966837630668,0.3288321476504302,0.24414029254074068,0.3024109689138364,0.3584483931296205,0.240175915128178,0.16862084565632873,0.16445511738798968,0.2211623016507491,0.23892098311074508,0.24724734766965947,0.26482713251016854,0.16442872806035436,0.33428264999362295,0.22903004682159114,0.22559103231437336,0.2661484432947267,0.36830987466433623,0.20911870151602605,0.22528365834057487,0.30823768240757293,0.1797665844598251,0.2277759140976406,0.252520815960027,0.3747342383955852,0.19243697452121927,0.23042868554348162,0.2308657377329517,0.21376336673074536,0.30432379758597433,0.19259127913345409,0.16057058575103628,0.21811485401473835,0.32886110080999326,0.19832634087998818,0.24523861221036852,0.18524291717388386,0.3033026035996412,0.2639894497375855,0.27329063802141196,0.32280284540953763,0.19705718595511748,0.24685961392337527,0.19451114179825546,0.15017680893194416,0.1857743523557535,0.29681284312170675,0.25925018274527106,0.23556684020304036,0.23782466571438585,0.24704403150937093,0.15281625522890535,0.2849152094731952,0.17786607871730942,0.2609974535086455,0.22928181008108078,0.215119984213449,0.2310967758381652
Personal Property Tax,60990 - Property Tax,0.11968142266799202,0.2126064437339648,0.1708752097554498,0.28774662514472604,0.2588427731503335,0.20681027654267858,0.18886893343447078,0.14855244416625055,0.2201989864003861,0.21012059710523007,0.2620841796224293,0.31731566992148663,0.31168520813388484,0.20170082503276623,0.27396884472100796,0.18470027483752582,0.23163161623749706,0.24231435728178338,0.1590427530939321,0.22339125097586499,0.2203167266275533,0.29781426226313945,0.19720767250058482,0.2591857703634307,0.22903601163053666,0.22664803945163214,0.22346811736675126,0.21174785889906936,0.1705678508640594,0.22847148716195692,0.18956872327663798,0.2142514429670494,0.18813969994518723,0.19862656560094943,0.37504057698081555,0.24745879697576012,0.16516707729246846,0.15291780405092237,0.5411573459342909,0.21076241058621814,0.19723998480629074,0.2020950623717966,0.2959388498461344,0.24659630331535473,0.2752346057242134,0.35018788237139076,0.3167968552756923,0.16411326958639993,0.16889893296113762,0.32922594788272397,0.17598291007411823,0.1873046535240002,0.17919634935679898,0.22428941902537786,0.366016886585875,0.20420730022747968,0.19263810189285172,0.1943658098912367,0.2871213415449024,0.13041652741586024,0.21283464906215696,0.16640591567755406,0.1665640344856772,0.18127798685307334,0.22060554714836453,0.27748206780581747,0.22633050286468212,0.25424866969916005,0.25271280473371227,0.24852889462337072,0.172197537308246,0.1906737216303384,0.21065465298018274,0.22350818153329027,0.35967466043613217,0.24635013876412948,0.13344864034251086,0.30322278194522045,0.37204573070883484,0.23822786377841013,0.2298852013381536,0.22949437675911208,0.15590700643791497,0.22347726758848038,0.24401053995338964,0.18608516480584492,0.17919694543942974,0.35234778154750024,0.22718244553438643,0.28022012418858233,0.20583519014728502,0.31262048553752403,0.20970309955951735,0.17125931383292733,0.19640086709397292,0.21804516378974576,0.2839065910838255,0.17391820252283846,0.23849053754079227,0.1725336037068939,0.2283064376559918,0.21724795503958266,0.1964624267394854,0.16104466835472503
Consumable Instr. Supplies & Equip.-Students,65200 - Supplies,0.3433123792073769,0.23008206346787746,0.2724255485994999,0.26434615666169503,0.2820615579534332,0.25391371512619215,0.23037847153419674,0.3425335227549717,0.3716035289899909,0.46182362278929223,0.2609478358308163,0.31394336611906604,0.2619631035284338,0.4639634562576264,0.3245722865241833,0.3533935402813187,0.32781991180655584,0.27895389812024585,0.23920329998259712,0.33212827062366423,0.24699953082574316,0.2359072942970063,0.2110667481692684,0.1988664877401521,0.2671291990391049,0.290640591548919,0.5411064441447316,0.27394020814780695,0.1716038940704512,0.26458809731430016,0.4283542892171025,0.31153285860176705,0.32957462995174064,0.3439602537665298,0.21834677942103878,0.3665558825507181,0.2615152921981511,0.3726920953984009,0.21405508707730247,0.23288895944071897,0.29638587321420623,0.3512262685058402,0.355815947936276,0.20081354144372418,0.3311251639202366,0.3001361296359894,0.3021648766033617,0.49890914813846504,0.3395224332792116,0.30910691473688184,0.29115421564202354,0.2507321720178369,0.2018819260872536,0.20608628473173948,0.2310438347228973,0.2874601950191315,0.45488916289976544,0.21974137700136925,0.23185355518258027,0.24324208280533796,0.2978893219491598,0.23005811716173744,0.20337662613145513,0.33011806188267867,0.33766875286610315,0.23386814466819117,0.3868106741489461,0.3574514735792815,0.24905581849514508,0.33589768929107866,0.4098363238927795,0.2693929139306658,0.22285014134079814,0.2129972129099315,0.2038386164018525,0.25146793282009083,0.23521895519176475,0.2209482610268648,0.2468385662231908,0.2779172317507654,0.24839876138157477,0.2322514326908417,0.20126395942803332,0.2354693245279922,0.18849741580943988,0.19147722189592004,0.2585478627878679,0.22103493835355517,0.2436995203122267,0.22358430934853368,0.17698261469408091,0.17487599290767813,0.23511354990950195,0.29694549634182227,0.1479862960500344,0.24431068367256373,0.24117276085410325,0.1830999880859904,0.20180339472409647,0.17914569163135163,0.1919030006117505,0.26749173247871233,0.2359047581875826,0.1960752164813674
